OK,2011-09-05 11:24:04 
OK,2011-09-05 11:34:04 
OK,2011-09-05 11:44:04 
OK,2011-09-05 11:54:04 
OK,2011-09-05 12:04:04 
OK,2011-09-05 12:14:04 
OK,2011-09-05 12:24:04 
OK,2011-09-05 12:34:04 
OK,2011-09-05 12:44:04 
OK,2011-09-05 12:54:05 
OK,2011-09-05 13:04:05 
OK,2011-09-05 13:14:05 
OK,2011-09-05 13:24:05 
OK,2011-09-05 13:34:05 
OK,2011-09-05 13:41:38 
OK,2011-09-05 13:44:05 
OK,2011-09-05 13:54:05 
OK,2011-09-05 14:04:05 
OK,2011-09-05 14:14:05 
OK,2011-09-05 14:24:05 
OK,2011-09-05 14:34:05 
OK,2011-09-05 14:44:05 
OK,2011-09-05 14:54:05 
OK,2011-09-05 15:04:06 
OK,2011-09-05 15:14:06 
OK,2011-09-05 15:24:06 
OK,2011-09-05 15:34:06 
OK,2011-09-05 15:44:06 
OK,2011-09-05 15:54:06 
OK,2011-09-05 16:04:06 
OK,2011-09-05 16:14:06 
OK,2011-09-05 16:24:06 
OK,2011-09-05 16:34:06 
OK,2011-09-05 16:44:06 
OK,2011-09-05 16:54:06 
OK,2011-09-05 17:04:06 
OK,2011-09-05 17:07:01 
OK,2011-09-05 17:10:07 
OK,2011-09-05 17:20:07 
OK,2011-09-05 17:30:08 
OK,2011-09-06 15:44:15 
OK,2011-09-07 11:47:12 
OK,2011-09-07 11:51:18 
OK,2011-09-07 11:54:27 
OK,2011-09-07 12:04:30 
OK,2011-09-07 12:14:30 
OK,2011-09-07 12:24:30 
OK,2011-09-07 12:28:07 
OK,2011-09-07 12:36:00 
OK,2011-09-07 12:37:47 
OK,2011-09-07 12:39:18 
OK,2011-09-07 12:41:42 
OK,2011-09-07 12:45:23 
OK,2011-09-07 12:55:26 
OK,2011-09-07 13:05:26 
OK,2011-09-07 13:15:26 
OK,2011-09-07 13:25:26 
OK,2011-09-07 13:35:26 
OK,2011-09-07 13:45:26 
OK,2011-09-07 13:55:26 
OK,2011-09-07 14:05:26 
OK,2011-09-07 14:11:00 
OK,2011-09-07 14:12:54 
OK,2011-09-07 14:22:54 
