OK,2011-09-01 13:50:26 
OK,2011-09-01 13:56:45 
OK,2011-09-01 13:59:46 
OK,2011-09-01 14:02:15 
OK,2011-09-01 14:06:45 
OK,2011-09-01 14:16:45 
OK,2011-09-01 14:26:46 
OK,2011-09-01 14:36:46 
OK,2011-09-01 14:46:46 
OK,2011-09-01 14:56:46 
OK,2011-09-01 15:06:46 
OK,2011-09-01 15:16:46 
OK,2011-09-01 15:26:46 
OK,2011-09-01 15:36:46 
OK,2011-09-01 15:46:46 
OK,2011-09-01 15:56:46 
OK,2011-09-01 16:06:46 
OK,2011-09-01 16:16:46 
OK,2011-09-01 16:26:46 
OK,2011-09-01 16:36:46 
OK,2011-09-01 16:46:47 
OK,2011-09-01 16:56:47 
OK,2011-09-01 17:06:47 
OK,2011-09-01 17:16:47 
OK,2011-09-01 17:26:47 
OK,2011-09-01 17:36:47 
OK,2011-09-01 17:46:47 
OK,2011-09-02 10:40:21 
OK,2011-09-02 10:50:21 
OK,2011-09-02 11:00:21 
OK,2011-09-02 11:10:21 
OK,2011-09-02 11:20:21 
OK,2011-09-02 11:30:21 
OK,2011-09-02 11:40:22 
OK,2011-09-02 11:50:22 
OK,2011-09-02 12:00:22 
OK,2011-09-02 12:10:22 
OK,2011-09-02 12:20:22 
OK,2011-09-02 12:30:22 
OK,2011-09-02 12:40:22 
OK,2011-09-02 12:50:22 
OK,2011-09-02 13:00:22 
OK,2011-09-02 13:10:24 
OK,2011-09-02 13:20:24 
OK,2011-09-02 13:30:27 
OK,2011-09-02 13:40:21 
OK,2011-09-02 13:50:21 
OK,2011-09-02 14:00:21 
OK,2011-09-02 14:10:21 
OK,2011-09-02 14:20:21 
OK,2011-09-02 14:30:22 
OK,2011-09-02 14:40:21 
OK,2011-09-02 14:50:21 
OK,2011-09-02 15:00:21 
OK,2011-09-02 15:10:22 
OK,2011-09-02 15:20:22 
OK,2011-09-02 15:30:22 
OK,2011-09-02 15:40:22 
OK,2011-09-02 15:50:22 
OK,2011-09-02 16:00:22 
OK,2011-09-02 16:10:22 
OK,2011-09-02 16:20:22 
OK,2011-09-02 16:30:22 
OK,2011-09-02 16:40:21 
OK,2011-09-02 16:50:21 
OK,2011-09-02 17:00:22 
OK,2011-09-02 17:10:22 
OK,2011-09-02 17:20:22 
OK,2011-09-05 09:32:30 
OK,2011-09-05 09:42:31 
OK,2011-09-05 09:52:31 
OK,2011-09-05 10:02:31 
OK,2011-09-05 10:12:31 
OK,2011-09-05 10:22:31 
OK,2011-09-05 10:32:30 
OK,2011-09-05 10:42:30 
OK,2011-09-05 10:52:30 
OK,2011-09-05 11:02:30 
OK,2011-09-05 11:12:31 
OK,2011-09-05 11:22:31 
OK,2012-03-31 09:45:28 
OK,2012-03-31 09:55:28 
OK,2012-03-31 10:05:28 
OK,2012-03-31 10:15:28 
OK,2012-03-31 10:25:28 
OK,2012-03-31 10:35:28 
OK,2012-03-31 10:45:28 
OK,2012-03-31 10:55:26 
OK,2012-03-31 11:05:26 
OK,2012-03-31 11:15:26 
OK,2012-03-31 11:25:26 
OK,2012-03-31 11:35:27 
OK,2012-03-31 11:45:27 
OK,2012-03-31 11:55:26 
OK,2012-03-31 12:05:27 
OK,2012-03-31 12:15:27 
OK,2012-03-31 12:25:27 
OK,2012-03-31 12:35:30 
OK,2012-03-31 12:45:30 
OK,2012-03-31 12:55:27 
OK,2012-03-31 13:05:27 
OK,2012-03-31 13:15:27 
OK,2012-03-31 13:25:27 
OK,2012-03-31 13:35:27 
OK,2012-03-31 13:45:28 
OK,2012-03-31 13:55:27 
OK,2012-03-31 14:05:27 
OK,2012-03-31 14:15:27 
OK,2012-03-31 14:25:27 
OK,2012-03-31 14:35:27 
OK,2012-03-31 14:45:30 
OK,2012-03-31 14:55:27 
OK,2012-03-31 15:05:27 
OK,2012-03-31 15:15:27 
OK,2012-03-31 15:25:27 
OK,2012-03-31 15:35:27 
OK,2012-03-31 15:45:27 
OK,2012-03-31 15:55:27 
OK,2012-03-31 16:05:27 
OK,2012-03-31 16:15:27 
OK,2012-03-31 16:25:27 
OK,2012-03-31 16:35:27 
OK,2012-03-31 16:45:27 
OK,2012-03-31 16:55:26 
OK,2012-03-31 17:05:26 
OK,2012-03-31 17:15:26 
OK,2012-03-31 17:25:27 
OK,2012-03-31 17:35:27 
OK,2012-03-31 17:45:27 
OK,2012-03-31 17:55:27 
OK,2012-03-31 18:05:27 
